nomcom,surf,insee,pop90,pop99,lon,lat,gares,tx_hlm,dece9909,jeunesse,p09_pop,p99_pop,d90_pop,d82_pop,d75_pop,d68_pop,median,tx_appart
Baillet-en-France,802.70000000000,95042,1409.00000000000,1710.00000000000,2.30297861451947,49.0587353131589,58.3607308273672,0,57,1.67557932263815,1975,1708,1409,1495,1472,451,27113,9.69945355191257
Méry-sur-Oise,993.70000000000,95394,6179.00000000000,8929.00000000000,2.17418991818768,49.0546885501851,78.5815277722727,51.4445222651591,377,3.24618320610687,9396,8942,6179,5741,4708,3469,23421,29.4790451445472
Saint-Ouen-l'Aumône,1386.90000000000,95572,18673.00000000000,19660.00000000000,2.12868006647,49.044131613199,97.6612197920561,67.5415672462037,1050,2.88062838809603,23459,19653,18673,17098,15948,9957,17721,63.079468066549
Condécourt,696.30000000000,95170,532.00000000000,486.00000000000,1.93629008230799,49.0378787869201,0,0,20,2.15151515151515,536,486,532,511,378,341,25675,13.6594663278272
Mauregard,876.00000000000,77282,226.00000000000,237.00000000000,2.57204494281465,49.0288123595402,49.0767073829445,0,19,2.94017094017094,292,237,226,208,198,163,21806,14.7074327886136
Bonnières-sur-Seine,782.60000000000,78089,3437.00000000000,3993.00000000000,1.57123390907839,49.0212746298827,47.7725220551872,59.637036508652,324,1.78140096618357,4239,3993,3437,3253,3399,2846,18852,46.7242491990688
Vauhallan,335.10000000000,91635,1795.00000000000,2058.00000000000,2.19957793354328,48.7309531920098,66.7866445626043,3.79636511863578,135,1.12534435261708,1982,2060,1795,1775,1856,1757,33773,11.5708609271523
Montlhéry,330.90000000000,91425,5195.00000000000,5676.00000000000,2.26833230432801,48.6425790765007,6.33846751533498,16.8751933009113,456,1.88036373969878,6743,5687,5195,4359,3714,3283,24520,40.6156375593716
Le Coudray-Montceaux,1146.00000000000,91179,2494.00000000000,2800.00000000000,2.48729301204541,48.5588346664155,76.3542315991802,43.4529846680702,149,2.64514435695538,4563,2808,2494,2248,969,998,23459,43.2673560482902
Arville,1142.70000000000,77009,117.00000000000,121.00000000000,2.55678912173977,48.1814074515278,0,0,18,0.888888888888889,136,121,117,117,120,145,22591,1.78422544605636
Amponville,1193.10000000000,77003,271.00000000000,301.00000000000,2.53005194985182,48.2872369254716,0,0,18,1.83333333333333,383,301,271,242,219,246,23425,0.691678893313771
Chaintreaux,2391.60000000000,77071,674.00000000000,783.00000000000,2.81362287355103,48.1901550351506,0,0,59,1.56896551724138,887,785,674,576,573,576,21690,0.300171526586621
Egreville,3175.90000000000,77168,1623.00000000000,1841.00000000000,2.88393451011651,48.1821861614733,0,10.0502512089458,166,1.62519201228879,2172,1839,1623,1342,1224,1212,18428,10.507000297885
Beaumont-du-Gâtinais,1662.70000000000,77027,909.00000000000,981.00000000000,2.49250229307868,48.1405929980051,0,15.3846151502611,258,1.16291532690247,1169,980,909,868,869,889,18216,6.79188405797101
Juilly,772.40000000000,77241,1288.00000000000,1448.00000000000,2.70611893237978,49.0218193325902,81.8496359294541,8.80503217047334,112,3.22950819672131,2035,1447,1288,1130,802,798,21678,17.8625714957298
Gressy,335.20000000000,77214,868.00000000000,813.00000000000,2.6646862368187,48.9652663329,42.7108698564814,0,23,1.5537037037037,924,815,868,800,461,100,32893,11.5385748372463
Magnanville,426.40000000000,78354,6265.00000000000,5624.00000000000,1.6856007866497,48.9685439039781,16.5121566045805,82.0037105751392,755,1.21800486618005,5626,5620,6265,5001,3225,685,22543,16.1688980432544
Montreuil-sur-Epte,735.00000000000,95429,299.00000000000,350.00000000000,1.68586800491858,49.1705681285341,0,0,18,1.78571428571429,443,350,299,202,182,231,21993,0.627510040160642
Nucourt,769.30000000000,95459,542.00000000000,779.00000000000,1.85580765602535,49.1595803230669,0,2.77777777777778,30,1.91863517060367,747,779,542,544,593,645,23431,2.39131271901113
Bréançon,1067.70000000000,95102,311.00000000000,332.00000000000,2.02315582182537,49.1490760407236,0,0,10,1.55111111111111,374,332,311,257,210,213,28057,4.3174195389995
Le Bellay-en-Vexin,511.80000000000,95054,154.00000000000,258.00000000000,1.87759632241353,49.1494320909926,0,0,18,2.60606060606061,243,258,154,114,123,147,24010,4.93827160493827
Bray-et-Lû,374.20000000000,95101,713.00000000000,753.00000000000,1.66604222140325,49.1427483730331,0,6.66666789038883,249,1.97777777777778,971,753,713,521,613,589,19591,12.7869486716533
Le Plessis-Luzarches,91.60000000000,95493,137.00000000000,140.00000000000,2.45552464474373,49.0962327325921,0,0,12,1.14814814814815,131,140,137,147,140,149,25030,7.01754385964912
Frémécourt,431.70000000000,95254,396.00000000000,464.00000000000,1.99299467333092,49.1230762659279,3.97987267147745,0,22,3.27272727272727,543,464,396,293,244,232,25224,4.27807486631016
Presles,1020.50000000000,95504,3566.00000000000,3728.00000000000,2.28667997564102,49.1120307620492,92.6542040357057,0,339,1.46683565694973,3832,3730,3566,3117,2927,2450,26449,6.73082287308229
Saint-Martin-du-Tertre,1178.20000000000,95566,2359.00000000000,2346.00000000000,2.33411885429796,49.1037357233807,48.2463249813143,58.2225881617407,255,1.74299719887955,2518,2345,2359,2436,1414,1286,23176,24.1110963513992
Wy-Dit-Joly-Village,842.40000000000,95690,262.00000000000,307.00000000000,1.82524849770673,49.0961425751709,0,0,27,0.955823293172691,332,307,262,233,158,206,29708,2.18761061946903
Ableiges,792.80000000000,95002,900.00000000000,957.00000000000,1.97390880488216,49.0856109198632,69.5091688330358,0,36,1.68823529411765,944,960,900,807,505,427,27044,7.10312730574948
Valmondois,460.80000000000,95628,1095.00000000000,1213.00000000000,2.18013074687727,49.0973876528253,56.6321598273841,8.23529374732794,67,1.38057742782152,1215,1206,1095,1002,966,894,26962,14.9803418117628
Montgeroult,499.60000000000,95422,347.00000000000,411.00000000000,2.0077733055401,49.0904764463369,84.7943488118801,3.44827586206897,19,1.77215189873418,428,412,347,297,316,332,27549,9.49674812148766
Bouqueval,282.70000000000,95094,289.00000000000,293.00000000000,2.42894313272374,49.0225259967829,12.3641628032427,0,11,1.76410256410256,322,293,289,292,260,194,20535,12.6126126126126
Guernes,859.70000000000,78290,745.00000000000,827.00000000000,1.64232021255571,49.01558968883,25.5626374827057,0,64,2.06079664570231,1012,826,745,613,518,502,23981,5.59796437659033
Boisemont,200.00000000000,95074,598.00000000000,690.00000000000,2.00372638510957,49.0191166899384,0,0,38,1.64950980392157,740,687,598,464,382,336,30067,6.81783420006118
Lommoye,953.40000000000,78344,376.00000000000,525.00000000000,1.51705233057284,48.9976002581599,0,0,37,2.50793650793651,631,525,376,316,329,268,22849,0
Juziers,872.10000000000,78327,3164.00000000000,3370.00000000000,1.84116441684379,49.0001860710278,75.6708475053737,12.8125005944697,187,1.7701317715959,3764,3373,3164,2558,2348,1895,24184,15.9891448825875
Conflans-Sainte-Honorine,988.80000000000,78172,31467.00000000000,33327.00000000000,2.09869966080283,49.000019327065,91.1784963090656,54.2695918051799,2628,1.7686127744511,35335,33257,31467,28977,31066,26304,23613,42.4736145290259
Mézy-sur-Seine,482.50000000000,78403,1698.00000000000,1789.00000000000,1.87039179745859,49.0033227919288,55.871590652821,0,230,1.31177829099307,1920,1786,1698,1417,1346,964,26373,5.83021843242612
Le Plessis-aux-Bois,341.10000000000,77364,132.00000000000,172.00000000000,2.76744111759354,49.0044268469781,0,0,6,3.56410256410256,245,172,132,121,140,130,22346,3.48837209302326
Le Plessis-Bouchard,260.00000000000,95491,6138.00000000000,7006.00000000000,2.23390729195474,49.0030801842657,99.9999999818329,24.8275861721094,538,1.48027127003699,7696,7013,6138,5400,5600,3820,26725,44.0418944733549
Nantouillet,520.50000000000,77332,181.00000000000,264.00000000000,2.70167189617493,49.0008670586812,57.2381201768626,0,12,3.22222222222222,266,265,181,179,208,294,21138,7.60418939559241
Nanteuil-sur-Marne,125.70000000000,77331,346.00000000000,458.00000000000,3.22116614592365,48.9799778905005,99.9999999781026,2.70270314659771,38,4.07246376811594,468,456,346,305,281,255,17446,13.0169003955412
Montigny-lès-Cormeilles,407.70000000000,95424,17012.00000000000,17183.00000000000,2.19414244630898,48.9941156856808,99.8294636548799,73.3842549927985,920,2.73952495329597,18654,17178,17012,13644,8288,7022,18393,52.221143951234
Triel-sur-Seine,1376.80000000000,78624,9615.00000000000,11097.00000000000,2.00803700503934,48.9789135665037,85.6574706871908,23.8956398520065,705,2.10047152702213,11637,11091,9615,7882,6944,5635,26631,26.1279502320458
Mantes-la-Jolie,935.90000000000,78361,45087.00000000000,43672.00000000000,1.69375138349926,48.9980980407783,67.6586345605622,61.8566123353341,2394,2.48791569992266,43128,43679,45087,43564,42465,26062,12792,79.4234460461981
Armentières-en-Brie,724.30000000000,77008,1157.00000000000,1256.00000000000,3.01530603243438,48.9804979977452,28.3873549552444,2.94117647058824,99,3.9296066252588,1383,1256,1157,827,796,300,15821,18.3098591549296
Groslay,309.20000000000,95288,5910.00000000000,7385.00000000000,2.35002041155207,48.9853854055971,99.9999999971399,28.1893003419053,576,2.3016975308642,8413,7347,5910,4914,5196,5442,23735,43.1763193836221
Chapet,515.10000000000,78140,1103.00000000000,1124.00000000000,1.93958367891661,48.9681197467113,9.6022848983668,0,48,1.69598765432099,1194,1123,1103,973,769,567,31099,2.28937937960786
Garges-lès-Gonesse,546.30000000000,95268,42144.00000000000,40058.00000000000,2.4050593842974,48.9701892878985,87.5657156242324,73.8225608040434,1679,3.31277357739753,40215,40060,42144,40182,37927,27312,10513,79.9365848180037
Fontenay-Mauvoisin,332.00000000000,78245,260.00000000000,302.00000000000,1.64797553779169,48.9612011983694,0,0,8,1.52651515151515,424,300,260,198,167,136,29527,0.699870897601413
Soindres,520.90000000000,78597,563.00000000000,610.00000000000,1.67206819916567,48.9533752717592,0,7.14285714285714,26,2.65277777777778,596,610,563,321,315,247,25454,5.4726368159204
Villetaneuse,230.30000000000,93079,11177.00000000000,11376.00000000000,2.34499847415624,48.9576311486158,99.999999981596,73.9828612140431,468,4.33854166666667,12818,11354,11177,10080,8909,7405,11852,76.0288369173412
Villenoy,734.20000000000,77513,2719.00000000000,3542.00000000000,2.85197542810794,48.9416538781822,35.8104871581874,51.5182766613916,155,2.6353982300885,4228,3541,2719,2423,1895,1860,21837,39.0355805243446
Sartrouville,845.70000000000,78586,50329.00000000000,50219.00000000000,2.17457069937544,48.9396614971466,99.5969695163658,59.9896469766694,3397,1.82235252309879,51459,50222,50329,46197,42253,40277,20849,60.5864121399536
Jouarre,4231.80000000000,77238,3274.00000000000,3415.00000000000,3.11247949032454,48.9025667548968,1.83670268059902,19.7819457808338,774,1.96857016378929,4193,3423,3274,2700,2765,2536,19751,22.2742857142857
Sept-Sorts,306.80000000000,77448,314.00000000000,394.00000000000,3.10560874167513,48.9399798836797,54.1737616639686,0,27,1.91666666666667,441,396,314,191,169,204,23026,19.882777276826
Fublaines,549.10000000000,77199,933.00000000000,1011.00000000000,2.94026235472587,48.9387177809771,15.5131584871525,35.1851851002498,50,3.125,1181,1011,933,605,467,451,22602,16.4680569347898
Goussonville,466.50000000000,78281,466.00000000000,557.00000000000,1.76709587408118,48.9240748594104,0,0,36,3.0547263681592,611,557,466,362,256,232,25505,7.0733740967204
Flacourt,430.30000000000,78234,132.00000000000,127.00000000000,1.64244299734469,48.9319878275783,0,0,15,1.23655913978495,143,127,132,146,130,91,28930,1.69018992855898
Livry-Gargan,738.60000000000,93046,35387.00000000000,37288.00000000000,2.5348621931952,48.919691236409,96.0272507351218,29.4062312052774,3013,1.65686518813855,41206,37283,35387,32778,32917,32063,20467,56.3650930462599
Rosay,454.50000000000,78530,348.00000000000,364.00000000000,1.68409193924868,48.9114114973732,0,0,15,0.979591836734694,378,364,348,346,367,255,25363,2.61616296099055
Asnières-sur-Seine,490.00000000000,92004,71850.00000000000,75837.00000000000,2.2883599201272,48.9157316725403,100.000000002333,34.2609480634933,4880,2.25020641896391,81603,75832,71850,71077,75431,80113,22599,88.3085431011862
Aubervilliers,576.00000000000,93001,67557.00000000000,63136.00000000000,2.38430481229431,48.9124999949083,100.000000004012,51.0475834576316,4046,2.60725914575752,74701,63130,67557,67719,72976,73695,10722,89.4868930579853
Chambourcy,800.10000000000,78133,5163.00000000000,5077.00000000000,2.03348440522909,48.8965282366733,33.4312302203881,47.5862068281447,437,1.36379142300195,5898,5071,5163,5052,4763,2515,31434,59.4723881109281
Esbly,311.90000000000,77171,4488.00000000000,5131.00000000000,2.81248545092524,48.9017645311797,99.9999999817084,16.6997016959383,340,1.99857853589197,5672,5129,4488,4218,4035,2433,23252,28.9459231094212
Carnetin,163.80000000000,77062,411.00000000000,436.00000000000,2.69926933992888,48.903871034591,16.4461802722887,0,28,1.45138888888889,461,435,411,376,311,207,25819,17.2972972972973
Chelles,1606.50000000000,77108,45365.00000000000,45399.00000000000,2.59750644349435,48.8837827430961,60.538141031494,49.2893285505222,3090,1.96755608368442,52636,45371,45365,41838,36516,33281,20873,50.6583356912634
Osmoy,260.00000000000,78475,238.00000000000,316.00000000000,1.71755187315646,48.8646018174797,0,0,6,1.84848484848485,387,315,238,211,127,89,27860,1.40845070422535
Dampmart,598.40000000000,77155,2693.00000000000,2754.00000000000,2.74610400769732,48.8944120760471,1.4173813796443,27.8422734693394,257,1.40987654320988,3136,2759,2693,2390,1963,1243,24213,19.166540664953
La Trétoire,929.90000000000,77472,476.00000000000,389.00000000000,3.24728300137577,48.8787431018651,0,0,30,1.90049751243781,392,389,476,353,301,258,21219,4.02146505463244
Goupillières,565.50000000000,78278,357.00000000000,381.00000000000,1.76708313318038,48.8812156655242,0,0,28,1.73839662447257,441,381,357,282,289,234,32445,2.38403731536668
Saint-Martin-des-Champs,617.90000000000,78565,313.00000000000,305.00000000000,1.71941808277985,48.8781232628632,0,0,19,1.08045977011494,324,305,313,300,229,111,27653,0.818028711203785
Rebais,1103.80000000000,77385,1751.00000000000,2020.00000000000,3.23317418913461,48.8578952802313,0,46.2908011869436,402,1.35138620245003,2146,2019,1751,1707,1448,1324,17632,31.3341493268054
Paris  9ème,216.30000000000,75109,58019.00000000000,55838.00000000000,2.33752909759439,48.8769672663571,100.000000011976,5.92683968452185,3670,1.90382857723164,60275,55783,58019,64134,70270,84969,30934,95.8683356461195
Paris  8ème,389.80000000000,75108,40814.00000000000,39314.00000000000,2.31248107807012,48.8725948639353,100.00000000166,2.52219324970657,2671,1.51900016204829,40278,39303,40814,46403,52999,67897,40849,94.3089946821337
L'Étang-la-Ville,541.50000000000,78224,4567.00000000000,4496.00000000000,2.06041258084695,48.8669279595884,100.000000011622,10.3808699888933,245,1.26275510204082,4810,4484,4567,4361,4321,2506,40274,32.0802197802198
Prunay-le-Temple,676.70000000000,78505,257.00000000000,301.00000000000,1.67221613805836,48.8594991882761,7.19260362974944,0,13,2.80666666666667,384,301,257,199,195,167,24049,1.57712043465137
Saint-Thibault-des-Vignes,464.60000000000,77438,4207.00000000000,6382.00000000000,2.67557536360179,48.8636042274187,27.7859308866181,55.5714285714286,342,3.03541389995573,6325,6384,4207,1412,1288,775,23151,33.8053905893102
Coutevroult,790.80000000000,77141,498.00000000000,536.00000000000,2.84775722524637,48.8532870478212,20.1429273750974,1.42857190754855,36,4.02681992337165,913,536,498,396,339,278,24348,15.0715853922508
Orvilliers,592.20000000000,78474,479.00000000000,484.00000000000,1.6426540163041,48.8548309153552,1.0640917003831,0,40,2.1141975308642,651,483,479,381,286,270,22412,5.65916947633477
Gournay-sur-Marne,168.20000000000,93033,5486.00000000000,5925.00000000000,2.57640427495114,48.8603421287211,100.000000027273,20.238721247276,396,1.43507972665148,6387,5921,5486,4220,4285,3922,28857,25.5843605546995
Paris  7ème,409.30000000000,75107,62939.00000000000,56985.00000000000,2.31244912688756,48.855955627249,100.000000000946,0.973146478496438,4537,1.0615439109163,57442,56988,62939,67461,74250,87811,41753,93.7175145118836
Bailly-Romainvilliers,785.80000000000,77018,609.00000000000,3393.00000000000,2.81712897328299,48.8436887698172,2.5229014254927,44.7033896758362,76,8.93970420932878,6147,3395,609,402,371,245,22818,39.6249428962997
Chavenay,612.50000000000,78152,1727.00000000000,1752.00000000000,1.98363682007106,48.8483456805098,23.0966642397776,2.24686727535895,87,1.7026055705301,1857,1755,1727,1629,1442,614,38319,7.01943844492441
Saint-Cloud,751.80000000000,92064,28597.00000000000,28157.00000000000,2.20847475751304,48.8425721396561,100.000000020542,26.2670823892826,2104,1.42510306917087,29726,28164,28597,28561,28139,28158,36775,82.9393173692981
Garches,273.00000000000,92033,17957.00000000000,18036.00000000000,2.18698077668003,48.8453316972655,99.9999999775948,36.8987408519431,1201,1.41094084692701,18291,18026,17957,18094,17998,14217,33829,76.0540822748785
Paris  5ème,254.40000000000,75105,61222.00000000000,58849.00000000000,2.3498862209752,48.844521666905,100.000000025718,13.3327623324901,4000,1.38803856951056,61531,58841,61222,62173,67668,83721,32208,95.8991043441169
